"age_binned" "mean" "startTime" "endTime"
"1782" "(24,36]" 0.041262699948089 -50 2050
"1783" "(36,48]" 0.0657995643297346 -50 2050
"1784" "(48,60]" 0.0363739900399468 -50 2050
"1785" "(12,24]" 0.0356321733279854 -50 2100
"1786" "(24,36]" 0.041886102497141 -50 2100
"1787" "(36,48]" 0.0681297917353614 -50 2100
"1788" "(48,60]" 0.0355205353698808 -50 2100
"1789" "(12,24]" 0.0306984910931465 -50 2150
"1790" "(24,36]" 0.043113343031251 -50 2150
"1791" "(36,48]" 0.0694879435504656 -50 2150
"1792" "(48,60]" 0.0330382041163354 -50 2150
"1793" "(12,24]" 0.0311773931931565 -50 2200
"1794" "(24,36]" 0.0430399484495024 -50 2200
"1795" "(36,48]" 0.0716499552171335 -50 2200
"1796" "(48,60]" 0.0370090969487549 -50 2200
"1797" "(12,24]" 0.0310442856963249 -50 2250
"1798" "(24,36]" 0.0461242685200077 -50 2250
"1799" "(36,48]" 0.0744943076921229 -50 2250
"1800" "(48,60]" 0.0383506884118647 -50 2250
"1801" "(12,24]" 0.0237215312465458 -50 2300
"1802" "(24,36]" 0.0464375758873248 -50 2300
"1803" "(36,48]" 0.0774465386808717 -50 2300
"1804" "(48,60]" 0.0386012369661037 -50 2300
"1805" "(12,24]" 0.0249623468376248 -50 2350
"1806" "(24,36]" 0.048277802099134 -50 2350
"1807" "(36,48]" 0.0771728006745166 -50 2350
"1808" "(48,60]" 0.0361152753302968 -50 2350
"1809" "(12,24]" 0.023388262793492 -50 2400
"1810" "(24,36]" 0.0511060462051997 -50 2400
"1811" "(36,48]" 0.0796618742030591 -50 2400
"1812" "(48,60]" 0.0348917718361203 -50 2400
"1813" "(12,24]" 0.0218982511198022 -50 2450
"1814" "(24,36]" 0.0520221122570668 -50 2450
"1815" "(36,48]" 0.0799795146291187 -50 2450
"1816" "(48,60]" 0.0343187714360981 -50 2450
"1817" "(12,24]" 0.0225229445669058 -50 2500
"1818" "(24,36]" 0.0529882081526497 -50 2500
"1819" "(36,48]" 0.0827440190166695 -50 2500
"1820" "(48,60]" 0.0333594974043596 -50 2500
"1821" "(12,24]" 0.0208804534345728 -50 2550
"1822" "(24,36]" 0.0559877031550446 -50 2550
"1823" "(36,48]" 0.084049287600329 -50 2550
"1824" "(48,60]" 0.0318036074319017 -50 2550
"1825" "(12,24]" 0.0234944803083302 -50 2600
"1826" "(24,36]" 0.0569178125635258 -50 2600
"1827" "(36,48]" 0.0881989733748508 -50 2600
"1828" "(48,60]" 0.0320566907813151 -50 2600
"1829" "(12,24]" 0.0227235815632185 -50 2650
"1830" "(24,36]" 0.0581263180959179 -50 2650
"1831" "(36,48]" 0.0891672952785553 -50 2650
"1832" "(48,60]" 0.0337924206793077 -50 2650
"1833" "(12,24]" 0.0268050638273807 -50 2700
"1834" "(24,36]" 0.0597423214655202 -50 2700
"1835" "(36,48]" 0.0898768779585025 -50 2700
"1836" "(48,60]" 0.0350095276961708 -50 2700
"1837" "(12,24]" 0.0273708682135053 -50 2750
"1838" "(24,36]" 0.0603472198986842 -50 2750
"1839" "(36,48]" 0.0913195844081417 -50 2750
"1840" "(48,60]" 0.0358493227798247 -50 2750
"1841" "(12,24]" 0.0277035257962174 -50 2800
"1842" "(24,36]" 0.0611551910569842 -50 2800
"1843" "(36,48]" 0.0918050030312824 -50 2800
"1844" "(48,60]" 0.0366271314826219 -50 2800
"1845" "(12,24]" 0.0282194601528232 -50 2850
"1846" "(24,36]" 0.0609457269375902 -50 2850
"1847" "(36,48]" 0.0921198208274601 -50 2850
"1848" "(48,60]" 0.0390066946473149 -50 2850
"1849" "(12,24]" 0.0291079686196844 -50 2900
"1850" "(24,36]" 0.0593719563974777 -50 2900
"1851" "(36,48]" 0.0933746556394783 -50 2900
"1852" "(48,60]" 0.0397715464734123 -50 2900
"1853" "(12,24]" 0.0372464640752543 -50 2950
"1854" "(24,36]" 0.0620044227760517 -50 2950
"1855" "(36,48]" 0.0946695440274815 -50 2950
"1856" "(48,60]" 0.0404199729864967 -50 2950
"1857" "(12,24]" 0.0379199904217904 -50 3000
"1858" "(24,36]" 0.0625942506154831 -50 3000
"1859" "(36,48]" 0.0960316586815195 -50 3000
"1860" "(48,60]" 0.0395328111998041 -50 3000
"1861" "(12,24]" 0.0383488066649759 -50 3050
"1862" "(24,36]" 0.0635563602077921 -50 3050
"1863" "(36,48]" 0.0968608178813047 -50 3050
"1864" "(48,60]" 0.0426080277548418 -50 3050
"1865" "(12,24]" 0.0346499716040354 -50 3100
"1866" "(24,36]" 0.0626775776849917 -50 3100
"1867" "(36,48]" 0.0981828624401534 -50 3100
"1868" "(48,60]" 0.0438045633679257 -50 3100
"1869" "(12,24]" 0.0359353249891956 -50 3150
"1870" "(24,36]" 0.0632726349314322 -50 3150
"1871" "(36,48]" 0.100029056890576 -50 3150
"1872" "(48,60]" 0.0561543170214965 -50 3150
"1873" "(12,24]" 0.0365284265626798 -50 3200
"1874" "(24,36]" 0.0616748191295828 -50 3200
"1875" "(36,48]" 0.102873934222705 -50 3200
"1876" "(48,60]" 0.0579057445330366 -50 3200
"1877" "(12,24]" 0.0366269359691725 -50 3250
"1878" "(24,36]" 0.0608547419873847 -50 3250
"1879" "(36,48]" 0.104224404803004 -50 3250
"1880" "(48,60]" 0.0591368376474201 -50 3250
"1881" "(12,24]" 0.0357541675438111 -50 3300
"1882" "(24,36]" 0.0576944578102666 -50 3300
"1883" "(36,48]" 0.106670228694381 -50 3300
"1884" "(48,60]" 0.0612953826948112 -50 3300
"1885" "(12,24]" 0.035798104989642 -50 3350
"1886" "(24,36]" 0.0565837939869994 -50 3350
"1887" "(36,48]" 0.108571792140366 -50 3350
"1888" "(48,60]" 0.0631063466245163 -50 3350
"1889" "(12,24]" 0.0363278469296622 -50 3400
"1890" "(24,36]" 0.0546271383200191 -50 3400
"1891" "(36,48]" 0.109445465319711 -50 3400
"1892" "(48,60]" 0.0649527519888453 -50 3400
"1893" "(12,24]" 0.0366484526903732 -50 3450
"1894" "(24,36]" 0.056214618817709 -50 3450
"1895" "(36,48]" 0.10957166881101 -50 3450
"1896" "(48,60]" 0.0635421822814003 -50 3450
"1897" "(12,24]" 0.0365503512067822 -50 3500
"1898" "(24,36]" 0.057507582855693 -50 3500
"1899" "(36,48]" 0.110307413737456 -50 3500
"1900" "(48,60]" 0.0639216910342114 -50 3500
"1901" "(12,24]" 0.0318215017456307 -50 3550
"1902" "(24,36]" 0.0571699295614356 -50 3550
"1903" "(36,48]" 0.110704689802685 -50 3550
"1904" "(48,60]" 0.0646513798624384 -50 3550
"1905" "(12,24]" 0.0349797011502899 -50 3600
"1906" "(24,36]" 0.0541094673923507 -50 3600
"1907" "(36,48]" 0.112010690660947 -50 3600
"1908" "(48,60]" 0.0658426160031865 -50 3600
"1909" "(12,24]" 0.034520048111375 -50 3650
"1910" "(24,36]" 0.0527719151775641 -50 3650
"1911" "(36,48]" 0.112916203697519 -50 3650
"1912" "(48,60]" 0.066863667879304 -50 3650
"1913" "(12,24]" 0.0337407643344902 -50 3700
"1914" "(24,36]" 0.0540885484049249 -50 3700
"1915" "(36,48]" 0.112864079075424 -50 3700
"1916" "(48,60]" 0.0659342675773931 -50 3700
"1917" "(12,24]" 0.0332290147726623 -50 3750
"1918" "(24,36]" 0.0537711861108612 -50 3750
"1919" "(36,48]" 0.11340656233218 -50 3750
"1920" "(48,60]" 0.0660582584141267 -50 3750
"1921" "(12,24]" 0.0328880322433783 -50 3800
"1922" "(24,36]" 0.0532633826874293 -50 3800
"1923" "(36,48]" 0.113248015270404 -50 3800
"1924" "(48,60]" 0.0645889760704617 -50 3800
"1925" "(12,24]" 0.0329671208071224 -50 3850
"1926" "(24,36]" 0.0527045842961527 -50 3850
"1927" "(36,48]" 0.114632325606115 -50 3850
"1928" "(48,60]" 0.0633562181209882 -50 3850
"1929" "(12,24]" 0.0336206581650831 -50 3900
"1930" "(24,36]" 0.0525142536896864 -50 3900
"1931" "(36,48]" 0.115377593914269 -50 3900
"1932" "(48,60]" 0.0618365338222887 -50 3900
"1933" "(12,24]" 0.0332720999339478 -50 3950
"1934" "(24,36]" 0.0540398600209319 -50 3950
"1935" "(36,48]" 0.115867407164238 -50 3950
"1936" "(48,60]" 0.0599107955924264 -50 3950
"1937" "(12,24]" 0.0345226958700191 -50 4000
"1938" "(24,36]" 0.0553909144540476 -50 4000
"1939" "(36,48]" 0.115475370950341 -50 4000
"1940" "(48,60]" 0.0578064816175258 -50 4000
"1941" "(12,24]" 0.0384681112229747 0 100
"1942" "(24,36]" -0.0057412258159232 0 100
"1943" "(36,48]" -0.0083780422351912 0 100
"1944" "(48,60]" 0.0439381902794092 0 100
"1945" "(12,24]" 0.0242470867176342 0 150
"1946" "(24,36]" -0.0147035941416866 0 150
"1947" "(36,48]" -0.00286357961127326 0 150
"1948" "(48,60]" 0.0428572347147232 0 150
"1949" "(12,24]" 0.0285031908711186 0 200
"1950" "(24,36]" -0.016792626711046 0 200
"1951" "(36,48]" -0.00194367353702507 0 200
"1952" "(48,60]" 0.0464862663252612 0 200
"1953" "(12,24]" 0.0312884178737791 0 250
"1954" "(24,36]" -0.0250424244443546 0 250
"1955" "(36,48]" -0.00265435076451076 0 250
"1956" "(48,60]" 0.0499176219169339 0 250
"1957" "(12,24]" 0.0342479633501038 0 300
"1958" "(24,36]" -0.0275909332228861 0 300
"1959" "(36,48]" -0.00292187109252973 0 300
"1960" "(48,60]" 0.0522332775206313 0 300
"1961" "(12,24]" 0.0155189752927384 0 350
"1962" "(24,36]" -0.0274749528235165 0 350
"1963" "(36,48]" -0.00393771987272092 0 350
"1964" "(48,60]" 0.0487088247528226 0 350
"1965" "(12,24]" 0.0120134996572986 0 400
"1966" "(24,36]" -0.0290202753684054 0 400
"1967" "(36,48]" -0.00731616811255799 0 400
"1968" "(48,60]" 0.0444940361571142 0 400
"1969" "(12,24]" 0.00818694372892782 0 450
"1970" "(24,36]" -0.0257994690108172 0 450
"1971" "(36,48]" -0.00800025838438098 0 450
"1972" "(48,60]" 0.0349110903926176 0 450
"1973" "(12,24]" 0.00485076125484626 0 500
"1974" "(24,36]" -0.0255486842135474 0 500
"1975" "(36,48]" -0.0106282946412095 0 500
"1976" "(48,60]" 0.0245383736265319 0 500
"1977" "(12,24]" 0.00616008486006028 0 550
"1978" "(24,36]" -0.0263331741237291 0 550
"1979" "(36,48]" -0.0104939875754738 0 550
"1980" "(48,60]" 0.0275075097963714 0 550
"1981" "(12,24]" 0.011722704822095 0 600
"1982" "(24,36]" -0.0246405288825348 0 600
"1983" "(36,48]" -0.00876651359346278 0 600
"1984" "(48,60]" 0.0227081531541666 0 600
"1985" "(12,24]" 0.0147393594073895 0 650
"1986" "(24,36]" -0.024687886252654 0 650
"1987" "(36,48]" -0.0118544093329133 0 650
"1988" "(48,60]" 0.0175791091067806 0 650
"1989" "(12,24]" 0.0070085626898797 0 700
"1990" "(24,36]" -0.0235289595298005 0 700
"1991" "(36,48]" -0.0109058963678934 0 700
"1992" "(48,60]" 0.0196369088078491 0 700
"1993" "(12,24]" -0.00715614532607073 0 750
"1994" "(24,36]" -0.0245605512106378 0 750
"1995" "(36,48]" -0.00912341139110858 0 750
"1996" "(48,60]" 0.0192776004911251 0 750
"1997" "(12,24]" 0.00268266553911954 0 800
"1998" "(24,36]" -0.0238909187581035 0 800
"1999" "(36,48]" -0.00677595368965847 0 800
"2000" "(48,60]" 0.0189992669040145 0 800
"2001" "(12,24]" 0.00995949938704026 0 850
"2002" "(24,36]" -0.0216547985603448 0 850
"2003" "(36,48]" -0.0050119983739906 0 850
"2004" "(48,60]" 0.0211995233966228 0 850
"2005" "(12,24]" 0.0135607689424645 0 900
"2006" "(24,36]" -0.0212275683042509 0 900
"2007" "(36,48]" -0.0022479929408853 0 900
"2008" "(48,60]" 0.0217476191049841 0 900
"2009" "(12,24]" 0.0152876729376515 0 950
"2010" "(24,36]" -0.0206574485490698 0 950
"2011" "(36,48]" 0.000961701100168643 0 950
"2012" "(48,60]" 0.0227532207948474 0 950
"2013" "(12,24]" 0.0113600331444361 0 1000
"2014" "(24,36]" -0.0154695752603967 0 1000
"2015" "(36,48]" 0.00525183692646657 0 1000
"2016" "(48,60]" 0.0243721367877638 0 1000
"2017" "(12,24]" 0.0113705433243791 0 1050
"2018" "(24,36]" -0.00953938524207614 0 1050
"2019" "(36,48]" 0.0108595261561419 0 1050
"2020" "(48,60]" 0.0266855849505908 0 1050
"2021" "(12,24]" 0.0132246594922628 0 1100
"2022" "(24,36]" -0.00551878372395969 0 1100
"2023" "(36,48]" 0.016303021822332 0 1100
"2024" "(48,60]" 0.0267218347868474 0 1100
"2025" "(12,24]" 0.0123289951902698 0 1150
"2026" "(24,36]" -0.000708796890982152 0 1150
"2027" "(36,48]" 0.018767152010927 0 1150
"2028" "(48,60]" 0.0158263453014354 0 1150
"2029" "(12,24]" 0.0130518058089822 0 1200
"2030" "(24,36]" 0.00456400606022065 0 1200
"2031" "(36,48]" 0.0275847471788268 0 1200
"2032" "(48,60]" 0.0146724775181168 0 1200
"2033" "(12,24]" 0.014334097318869 0 1250
"2034" "(24,36]" 0.00787395995744749 0 1250
"2035" "(36,48]" 0.031265707584429 0 1250
"2036" "(48,60]" 0.0131039485013736 0 1250
"2037" "(12,24]" 0.0131901946568468 0 1300
"2038" "(24,36]" 0.00898900309799967 0 1300
"2039" "(36,48]" 0.0359215395090691 0 1300
"2040" "(48,60]" 0.011549882043627 0 1300
"2041" "(12,24]" 0.0141343309754719 0 1350
"2042" "(24,36]" 0.0105644924963942 0 1350
"2043" "(36,48]" 0.0389676207109908 0 1350
"2044" "(48,60]" 0.0117792704462636 0 1350
"2045" "(12,24]" 0.0144354944463522 0 1400
"2046" "(24,36]" 0.0125063215550828 0 1400
"2047" "(36,48]" 0.0439850267792165 0 1400
"2048" "(48,60]" 0.0108192680318575 0 1400
"2049" "(12,24]" 0.0151844182259615 0 1450
"2050" "(24,36]" 0.0143090202086382 0 1450
"2051" "(36,48]" 0.0498951959957602 0 1450
"2052" "(48,60]" 0.0106140559880544 0 1450
"2053" "(12,24]" 0.0144077358920239 0 1500
"2054" "(24,36]" 0.0154685473984304 0 1500
"2055" "(36,48]" 0.0528770540164379 0 1500
"2056" "(48,60]" 0.00678782283991395 0 1500
"2057" "(12,24]" 0.0158828753377469 0 1550
"2058" "(24,36]" 0.0180488904493842 0 1550
"2059" "(36,48]" 0.0569454113931565 0 1550
"2060" "(48,60]" 0.0113398710232747 0 1550
"2061" "(12,24]" 0.0235285655575811 0 1600
"2062" "(24,36]" 0.0263812484959438 0 1600
"2063" "(36,48]" 0.0621192977241803 0 1600
"2064" "(48,60]" 0.0124235787581341 0 1600
"2065" "(12,24]" 0.0279273008015214 0 1650
"2066" "(24,36]" 0.0282562358939027 0 1650
"2067" "(36,48]" 0.0638169012445844 0 1650
"2068" "(48,60]" 0.0118656247474494 0 1650
"2069" "(12,24]" 0.0270077754496978 0 1700
"2070" "(24,36]" 0.0325404258070811 0 1700
"2071" "(36,48]" 0.0658771569856881 0 1700
"2072" "(48,60]" 0.0163480925012833 0 1700
"2073" "(12,24]" 0.0291756408938641 0 1750
"2074" "(24,36]" 0.0360137851400129 0 1750
"2075" "(36,48]" 0.0672748345562263 0 1750
"2076" "(48,60]" 0.0179992599093576 0 1750
"2077" "(12,24]" 0.0300868566529725 0 1800
"2078" "(24,36]" 0.0387430852974025 0 1800
"2079" "(36,48]" 0.06804070818267 0 1800
"2080" "(48,60]" 0.0211147010385381 0 1800
"2081" "(12,24]" 0.029119898829753 0 1850
"2082" "(24,36]" 0.0406723357819306 0 1850
"2083" "(36,48]" 0.0703189901122831 0 1850
"2084" "(48,60]" 0.0261566911145181 0 1850
"2085" "(12,24]" 0.0273174438570098 0 1900
"2086" "(24,36]" 0.0433221395186811 0 1900
"2087" "(36,48]" 0.0710514996166244 0 1900
"2088" "(48,60]" 0.0290970926575989 0 1900
"2089" "(12,24]" 0.0308810902525488 0 1950
"2090" "(24,36]" 0.0431745855589576 0 1950
"2091" "(36,48]" 0.0662761997574976 0 1950
"2092" "(48,60]" 0.0326944059448544 0 1950
"2093" "(12,24]" 0.0307081304323243 0 2000
"2094" "(24,36]" 0.0451204160826018 0 2000
"2095" "(36,48]" 0.0666086391844997 0 2000
"2096" "(48,60]" 0.0378688405399034 0 2000
"2097" "(12,24]" 0.0323411434328874 0 2050
"2098" "(24,36]" 0.0435644129214376 0 2050
"2099" "(36,48]" 0.0668776215069151 0 2050
"2100" "(48,60]" 0.0349069336766302 0 2050
"2101" "(12,24]" 0.0371249420490861 0 2100
"2102" "(24,36]" 0.0439583544337813 0 2100
"2103" "(36,48]" 0.0690930821197482 0 2100
"2104" "(48,60]" 0.033703870964325 0 2100
"2105" "(12,24]" 0.0289567271232469 0 2150
"2106" "(24,36]" 0.0450446261869801 0 2150
"2107" "(36,48]" 0.0705246699401497 0 2150
"2108" "(48,60]" 0.0311268305323144 0 2150
"2109" "(12,24]" 0.0332244714576872 0 2200
"2110" "(24,36]" 0.0450438482838395 0 2200
"2111" "(36,48]" 0.0726932572303085 0 2200
"2112" "(48,60]" 0.0350029552600678 0 2200
"2113" "(12,24]" 0.0349587545892207 0 2250
"2114" "(24,36]" 0.0478683372458971 0 2250
"2115" "(36,48]" 0.0756706838635196 0 2250
"2116" "(48,60]" 0.0364163165727377 0 2250
"2117" "(12,24]" 0.0265123876463173 0 2300
"2118" "(24,36]" 0.0480140194408144 0 2300
"2119" "(36,48]" 0.0786674527516824 0 2300
"2120" "(48,60]" 0.0367603790103357 0 2300
"2121" "(12,24]" 0.0246473682407833 0 2350
"2122" "(24,36]" 0.0497056815955003 0 2350
"2123" "(36,48]" 0.078593718300386 0 2350
"2124" "(48,60]" 0.034323462248647 0 2350
"2125" "(12,24]" 0.0266286077378888 0 2400
"2126" "(24,36]" 0.0523700341785615 0 2400
"2127" "(36,48]" 0.0810271208014451 0 2400
"2128" "(48,60]" 0.0334332073248978 0 2400
"2129" "(12,24]" 0.025186190055007 0 2450
"2130" "(24,36]" 0.0532626292755538 0 2450
"2131" "(36,48]" 0.0812653160943078 0 2450
"2132" "(48,60]" 0.033271804384617 0 2450
"2133" "(12,24]" 0.0260231809569169 0 2500
"2134" "(24,36]" 0.0541554642605952 0 2500
"2135" "(36,48]" 0.0840764807213742 0 2500
"2136" "(48,60]" 0.0327265811871695 0 2500
"2137" "(12,24]" 0.0267073422829061 0 2550
"2138" "(24,36]" 0.0572549129585618 0 2550
"2139" "(36,48]" 0.0857701289347046 0 2550
"2140" "(48,60]" 0.0315761862097312 0 2550
"2141" "(12,24]" 0.0249401299994185 0 2600
"2142" "(24,36]" 0.0584989237379472 0 2600
"2143" "(36,48]" 0.0904476161285099 0 2600
"2144" "(48,60]" 0.0322009952445025 0 2600
"2145" "(12,24]" 0.0257408187321377 0 2650
"2146" "(24,36]" 0.059608738728677 0 2650
"2147" "(36,48]" 0.0914730378324657 0 2650
"2148" "(48,60]" 0.034349554468385 0 2650
"2149" "(12,24]" 0.0298434826251757 0 2700
"2150" "(24,36]" 0.0611937162215753 0 2700
"2151" "(36,48]" 0.0922715726028707 0 2700
"2152" "(48,60]" 0.0357918576453939 0 2700
"2153" "(12,24]" 0.0304056531385667 0 2750
"2154" "(24,36]" 0.0617808260021919 0 2750
"2155" "(36,48]" 0.0936337508818249 0 2750
"2156" "(48,60]" 0.0367151025520553 0 2750
"2157" "(12,24]" 0.0318181754252591 0 2800
"2158" "(24,36]" 0.0625773242151087 0 2800
"2159" "(36,48]" 0.0939521510876804 0 2800
"2160" "(48,60]" 0.0374933361404149 0 2800
"2161" "(12,24]" 0.0314088624227263 0 2850
"2162" "(24,36]" 0.0622311186089881 0 2850
"2163" "(36,48]" 0.0941382994760515 0 2850
"2164" "(48,60]" 0.0400160005744496 0 2850
"2165" "(12,24]" 0.0322710584259309 0 2900
"2166" "(24,36]" 0.0607387908172098 0 2900
"2167" "(36,48]" 0.0953050555439366 0 2900
"2168" "(48,60]" 0.0407546806549778 0 2900
"2169" "(12,24]" 0.0404061218855413 0 2950
"2170" "(24,36]" 0.0632388912875809 0 2950
"2171" "(36,48]" 0.0965163479305848 0 2950
"2172" "(48,60]" 0.0413664696037937 0 2950
"2173" "(12,24]" 0.0408663725274042 0 3000
"2174" "(24,36]" 0.0638727201959033 0 3000
"2175" "(36,48]" 0.097873092429344 0 3000
"2176" "(48,60]" 0.0405209456216676 0 3000
"2177" "(12,24]" 0.0413074956610572 0 3050
"2178" "(24,36]" 0.0648579166023056 0 3050
"2179" "(36,48]" 0.0987568793948458 0 3050
"2180" "(48,60]" 0.0437171934655388 0 3050
"2181" "(12,24]" 0.0386891770955765 0 3100
"2182" "(24,36]" 0.0637475242163906 0 3100
"2183" "(36,48]" 0.100122974454359 0 3100
"2184" "(48,60]" 0.0450236473765684 0 3100
"2185" "(12,24]" 0.0389006835477771 0 3150
"2186" "(24,36]" 0.0643417898670603 0 3150
"2187" "(36,48]" 0.101947669670087 0 3150
"2188" "(48,60]" 0.0587315796236629 0 3150
"2189" "(12,24]" 0.0393696499557315 0 3200
"2190" "(24,36]" 0.0628258076086071 0 3200
"2191" "(36,48]" 0.104787129043457 0 3200
"2192" "(48,60]" 0.0606177008884707 0 3200
"2193" "(12,24]" 0.0397950633604813 0 3250
"2194" "(24,36]" 0.0620999076859019 0 3250
"2195" "(36,48]" 0.106297602480754 0 3250
"2196" "(48,60]" 0.0619679323609245 0 3250
"2197" "(12,24]" 0.0394605224590998 0 3300
"2198" "(24,36]" 0.0589214390381114 0 3300
"2199" "(36,48]" 0.108697517452932 0 3300
"2200" "(48,60]" 0.0641712490292667 0 3300
"2201" "(12,24]" 0.0396314447630362 0 3350
"2202" "(24,36]" 0.0580379655276858 0 3350
"2203" "(36,48]" 0.110574261550136 0 3350
"2204" "(48,60]" 0.0660650133012108 0 3350
"2205" "(12,24]" 0.0403017222933937 0 3400
"2206" "(24,36]" 0.0561020110699684 0 3400
"2207" "(36,48]" 0.111455529366383 0 3400
"2208" "(48,60]" 0.0679694303483028 0 3400
"2209" "(12,24]" 0.0405901807873048 0 3450
"2210" "(24,36]" 0.0577275462264746 0 3450
"2211" "(36,48]" 0.111633297343115 0 3450
"2212" "(48,60]" 0.0666634398075851 0 3450
"2213" "(12,24]" 0.0404614259537178 0 3500
"2214" "(24,36]" 0.059023922536089 0 3500
"2215" "(36,48]" 0.112377186702898 0 3500
"2216" "(48,60]" 0.0670816677005639 0 3500
"2217" "(12,24]" 0.0410407746460296 0 3550
"2218" "(24,36]" 0.0586793417225164 0 3550
"2219" "(36,48]" 0.112758365239297 0 3550
"2220" "(48,60]" 0.0678755091042952 0 3550
"2221" "(12,24]" 0.0442499905835523 0 3600
"2222" "(24,36]" 0.0553655518713107 0 3600
"2223" "(36,48]" 0.11405386495182 0 3600
"2224" "(48,60]" 0.069158418712787 0 3600
"2225" "(12,24]" 0.0383969329189347 0 3650
"2226" "(24,36]" 0.0538450312988434 0 3650
"2227" "(36,48]" 0.11504216101962 0 3650
"2228" "(48,60]" 0.0701111608992529 0 3650
"2229" "(12,24]" 0.0387278468785513 0 3700
"2230" "(24,36]" 0.0551039547975657 0 3700
"2231" "(36,48]" 0.114996318199172 0 3700
"2232" "(48,60]" 0.0691415876649867 0 3700
"2233" "(12,24]" 0.0377601062794475 0 3750
"2234" "(24,36]" 0.054844150043554 0 3750
"2235" "(36,48]" 0.115524898348211 0 3750
"2236" "(48,60]" 0.0693193017193571 0 3750
"2237" "(12,24]" 0.0363199700252345 0 3800
"2238" "(24,36]" 0.054366831591926 0 3800
"2239" "(36,48]" 0.115296131994867 0 3800
"2240" "(48,60]" 0.0678331347870455 0 3800
"2241" "(12,24]" 0.0357402720868255 0 3850
"2242" "(24,36]" 0.0538396401366232 0 3850
"2243" "(36,48]" 0.116664242049807 0 3850
"2244" "(48,60]" 0.0665996305973208 0 3850
"2245" "(12,24]" 0.0365109790323396 0 3900
"2246" "(24,36]" 0.0536523339518012 0 3900
"2247" "(36,48]" 0.117423937673224 0 3900
"2248" "(48,60]" 0.065015672404984 0 3900
"2249" "(12,24]" 0.0363147673348793 0 3950
"2250" "(24,36]" 0.0551389405884948 0 3950
"2251" "(36,48]" 0.117909218769656 0 3950
"2252" "(48,60]" 0.0629850256900676 0 3950
"2253" "(12,24]" 0.037749725859166 0 4000
"2254" "(24,36]" 0.0564508019192464 0 4000
"2255" "(36,48]" 0.11767453918717 0 4000
"2256" "(48,60]" 0.060863184559184 0 4000
"2257" "(12,24]" 0.0203269695892999 50 150
"2258" "(24,36]" -0.021049389713783 50 150
"2259" "(36,48]" 0.00102524029192906 50 150
"2260" "(48,60]" 0.0310243168356259 50 150
"2261" "(12,24]" 0.0276629883019502 50 200
"2262" "(24,36]" -0.0246174396738927 50 200
"2263" "(36,48]" -0.00142019043466827 50 200
"2264" "(48,60]" 0.0351391358076799 50 200
"2265" "(12,24]" 0.0249462361874656 50 250
"2266" "(24,36]" -0.0319271989600912 50 250
"2267" "(36,48]" -0.00304820933524788 50 250
