"effect" "term" "estimate" "std.error" "statistic" "df" "p.value" "startTime" "windowLength"
"107" "fixed" "(Intercept)" 0.571371071163723 0.0228340274778291 25.0227898568704 94.5762602312761 1.71981678354883e-43 825 300
"108" "fixed" "age_center" -0.00426845576248047 0.00362715385253336 -1.17680581966469 348.390060710147 0.240076411895117 825 300
"109" "fixed" "(Intercept)" 0.575004705411476 0.0229011508348864 25.108113978951 93.6929144640042 2.18826673675858e-43 850 300
"110" "fixed" "age_center" -0.00411780835227971 0.00359735939797183 -1.14467527336893 347.65057711267 0.253131153713374 850 300
"111" "fixed" "(Intercept)" 0.577891550723639 0.0230341820414601 25.0884337756587 91.5605927881564 8.30747011528869e-43 875 300
"112" "fixed" "age_center" -0.00418279561739774 0.00355882694018617 -1.17532987349448 346.65619086367 0.240669387681846 875 300
"113" "fixed" "(Intercept)" 0.581521123175435 0.0231319393223187 25.1393156048251 90.9121162498077 1.04429314405576e-42 900 300
"114" "fixed" "age_center" -0.00388565919540541 0.00354104804855769 -1.09731896944694 341.302116259487 0.273275556898139 900 300
"115" "fixed" "(Intercept)" 0.583308893349442 0.0231750231409943 25.1697221530548 88.7372334082246 3.57400777823228e-42 925 300
"116" "fixed" "age_center" -0.00335326905101563 0.00347083717810384 -0.96612686765317 327.164729985009 0.334694310072076 925 300
"117" "fixed" "(Intercept)" 0.586189947114416 0.023288858051373 25.1704031954395 87.5827416242844 7.27324424805017e-42 950 300
"118" "fixed" "age_center" -0.00270555049900143 0.00343849389503482 -0.78684173408254 323.219002116663 0.431951060113506 950 300
"119" "fixed" "(Intercept)" 0.587536524435799 0.023267286364454 25.25161358453 85.689911316333 1.85766521294479e-41 975 300
"120" "fixed" "age_center" -0.00189537638759607 0.00339955801686275 -0.557536120341081 320.912741647015 0.577549871643898 975 300
"121" "fixed" "(Intercept)" 0.587591910021206 0.0232878119929722 25.2317353901058 83.7768028193695 6.64069814641884e-41 1000 300
"122" "fixed" "age_center" -0.00141854334743406 0.00334939413894647 -0.423522371087763 310.76242921066 0.672207151446716 1000 300
"123" "fixed" "(Intercept)" 0.590502503443217 0.0233939373594691 25.2416895185111 83.2068370095198 9.29289578506496e-41 1025 300
"124" "fixed" "age_center" -0.000870737441801916 0.00334321368174877 -0.260449233788266 303.096144091132 0.794694120754128 1025 300
"125" "fixed" "(Intercept)" 0.592117293971121 0.0233687628396897 25.3379820760329 82.3510355986846 1.22120240747485e-40 1050 300
"126" "fixed" "age_center" -0.000418169728508844 0.00331457066394266 -0.126161053996488 292.958188014476 0.899690978688094 1050 300
"127" "fixed" "(Intercept)" 0.59214179649458 0.0234680810188775 25.2317944538485 82.3297338255 1.68277837205992e-40 1075 300
"128" "fixed" "age_center" 0.000493090172993048 0.00334165758561501 0.147558557500229 282.068868565114 0.882796582474723 1075 300
"129" "fixed" "(Intercept)" 0.593947900793163 0.0233876751440246 25.3957649546416 80.6076741670739 3.24096716412644e-40 1100 300
"130" "fixed" "age_center" 0.000965465768743955 0.00328822857959816 0.293612729581573 275.364084555614 0.769275019147476 1100 300
"131" "fixed" "(Intercept)" 0.595809996125554 0.0234987602077612 25.3549545106967 80.6619702880147 3.50965985782637e-40 1125 300
"132" "fixed" "age_center" 0.00173486586486643 0.00327227946069676 0.530170447146659 274.279282265102 0.596422693069847 1125 300
"133" "fixed" "(Intercept)" 0.596985761397551 0.023537963855501 25.3626764431465 80.4028766228487 4.07313941813557e-40 1150 300
"134" "fixed" "age_center" 0.00207535288572369 0.00324996442337767 0.638577108966255 267.574945692168 0.523644269058736 1150 300
"135" "fixed" "(Intercept)" 0.603044359679825 0.0239182955417911 25.2126811722916 81.4347519903084 3.17550872139772e-40 1175 300
"136" "fixed" "age_center" 0.00282289184725857 0.00326196505090154 0.865396104252674 271.568821119594 0.387585253853057 1175 300
"137" "fixed" "(Intercept)" 0.606018601029069 0.023967377841631 25.285144041766 82.6936434313872 1.13970845008263e-40 1200 300
"138" "fixed" "age_center" 0.00247608576638278 0.00330486809348604 0.749223780296463 278.234989018287 0.454355291404636 1200 300
"139" "fixed" "(Intercept)" 0.61103418325308 0.0236376022294705 25.8500916176373 83.8962343246377 1.01457740663649e-41 1225 300
"140" "fixed" "age_center" 0.00262217362572221 0.00333397755818272 0.786500082847439 282.086364416834 0.432234789591494 1225 300
"141" "fixed" "(Intercept)" 0.613995971774466 0.0232917738014246 26.3610653705091 85.8715580918718 6.26415783013786e-43 1250 300
"142" "fixed" "age_center" 0.00220442515205568 0.00339436766618372 0.649436174524403 286.713363018203 0.516576411167187 1250 300
"143" "fixed" "(Intercept)" 0.620928331109945 0.0228956668640648 27.1199059104282 88.2189993229566 1.43355952350916e-44 1275 300
"144" "fixed" "age_center" 0.00204712850219617 0.00348844072568754 0.586831958221879 299.014941290983 0.557759359060634 1275 300
"145" "fixed" "(Intercept)" 0.625730202333264 0.0223320043715134 28.0194375714633 89.756778166952 3.70281420030668e-46 1300 300
"146" "fixed" "age_center" 0.00134015638915586 0.00354277642926457 0.378278566517973 310.910064113887 0.705481814668793 1300 300
"147" "fixed" "(Intercept)" 0.628216699603605 0.022130822437346 28.3865049020267 90.6779065637996 6.77291451634851e-47 1325 300
"148" "fixed" "age_center" 0.000651332157277566 0.00355495147661358 0.183218297510496 309.778562975802 0.854746596140788 1325 300
"149" "fixed" "(Intercept)" 0.636524799607214 0.0219067660902621 29.0560823530297 92.7840277555254 2.23035916750226e-48 1350 300
"150" "fixed" "age_center" 0.000464302564340823 0.00361395942143093 0.12847475862277 318.873491733939 0.897854262527711 1350 300
"151" "fixed" "(Intercept)" 0.644051177995509 0.0218216323715095 29.5143446205421 95.039750870422 1.18851427003434e-49 1375 300
