dataset_name,subject_id,stimulus_novelty,trial_n,avg_prop_looking,age
adams_marchman_2018,128,familiar,98,0.5469046751068388,18.040816326530614
adams_marchman_2018,129,familiar,120,0.6704764655688351,17
adams_marchman_2018,130,familiar,122,0.5590582429356147,16.688524590163933
adams_marchman_2018,131,familiar,126,0.7080962076458378,16.015873015873016
adams_marchman_2018,132,familiar,127,0.699627956227389,17.236220472440944
adams_marchman_2018,133,familiar,106,0.6566366332405109,17.20754716981132
adams_marchman_2018,134,familiar,123,0.7352333199382655,16.536585365853657
adams_marchman_2018,135,familiar,121,0.6769104516904699,17.181818181818183
adams_marchman_2018,136,familiar,117,0.7144605875113406,17.923076923076923
adams_marchman_2018,137,familiar,120,0.7510272207879963,17.016666666666666
adams_marchman_2018,138,familiar,109,0.6030104264253228,16.458715596330276
adams_marchman_2018,139,familiar,110,0.5307431207051807,16.78181818181818
adams_marchman_2018,140,familiar,80,0.6963556180809264,16.05
adams_marchman_2018,141,familiar,121,0.6606965617994324,17.00826446280992
adams_marchman_2018,142,familiar,123,0.6083314766261289,17.21951219512195
adams_marchman_2018,143,familiar,118,0.7058260522511787,17.194915254237287
adams_marchman_2018,144,familiar,119,0.7068598390464598,17.008403361344538
adams_marchman_2018,145,familiar,108,0.7226005407046794,18.555555555555557
adams_marchman_2018,146,familiar,121,0.53958363997071,17.58677685950413
adams_marchman_2018,147,familiar,94,0.6615669635487116,16.680851063829788
adams_marchman_2018,148,familiar,126,0.6946963262505483,16.5
adams_marchman_2018,149,familiar,126,0.5808792472024487,17
adams_marchman_2018,150,familiar,126,0.5050561776957525,16.984126984126984
adams_marchman_2018,151,familiar,104,0.7017427642309279,16.846153846153847
adams_marchman_2018,152,familiar,109,0.6053560342664782,18.06422018348624
adams_marchman_2018,153,familiar,114,0.7142739983245678,16.42105263157895
adams_marchman_2018,154,familiar,98,0.6603557330674452,18.316326530612244
adams_marchman_2018,155,familiar,77,0.6727727780274715,17.103896103896105
adams_marchman_2018,156,familiar,120,0.6256420517516331,16.475
adams_marchman_2018,157,familiar,128,0.6478601205592611,17.25
adams_marchman_2018,158,familiar,116,0.7760368800426385,18.370689655172413
adams_marchman_2018,159,familiar,126,0.695719672881543,17.015873015873016
adams_marchman_2018,160,familiar,49,0.5557462328719961,18.142857142857142
adams_marchman_2018,161,familiar,110,0.6921825468957864,16.89090909090909
adams_marchman_2018,162,familiar,89,0.6531670851461903,17.292134831460675
adams_marchman_2018,163,familiar,100,0.5982179822708033,17.21
adams_marchman_2018,164,familiar,81,0.6072807989343316,17.48148148148148
adams_marchman_2018,165,familiar,126,0.7494798755026826,16.984126984126984
adams_marchman_2018,166,familiar,92,0.7778547819994652,17.695652173913043
adams_marchman_2018,167,familiar,102,0.6895627689793318,16.50980392156863
adams_marchman_2018,168,familiar,91,0.6036757915268798,14.978021978021978
adams_marchman_2018,169,familiar,115,0.5536936698567466,16.721739130434784
adams_marchman_2018,170,familiar,126,0.6745398759169343,17.5
adams_marchman_2018,171,familiar,111,0.5692029240099814,16.945945945945947
adams_marchman_2018,172,familiar,122,0.5323985217897695,16.737704918032787
adams_marchman_2018,173,familiar,109,0.6241823669539742,16.825688073394495
adams_marchman_2018,174,familiar,90,0.7003062899723645,17.833333333333332
adams_marchman_2018,175,familiar,104,0.5944557463237851,17.83653846153846
adams_marchman_2018,176,familiar,50,0.6431586475567437,17.56
adams_marchman_2018,177,familiar,105,0.5889494866421446,17.523809523809526
adams_marchman_2018,178,familiar,75,0.4190027411598384,17.773333333333333
adams_marchman_2018,179,familiar,85,0.7156194151204678,16.694117647058825
adams_marchman_2018,180,familiar,126,0.8077938541632791,17.49206349206349
adams_marchman_2018,181,familiar,108,0.5783562815567624,17.166666666666668
adams_marchman_2018,182,familiar,64,0.625619858493911,16.5
adams_marchman_2018,183,familiar,102,0.6628771677729994,16.225490196078432
adams_marchman_2018,184,familiar,124,0.5908518478315576,16.93548387096774
adams_marchman_2018,185,familiar,89,0.6231196549546382,17.59550561797753
adams_marchman_2018,186,familiar,105,0.6858934270266321,17.066666666666666
adams_marchman_2018,187,familiar,105,0.6871919202367915,16.457142857142856
adams_marchman_2018,188,familiar,122,0.6602035103317541,17.229508196721312
adams_marchman_2018,189,familiar,57,0.5005578046736519,14
adams_marchman_2018,190,familiar,120,0.7067447424474401,16.666666666666668
adams_marchman_2018,191,familiar,111,0.45495927846129725,18.126126126126128
adams_marchman_2018,192,familiar,122,0.6750132361992484,18
adams_marchman_2018,193,familiar,107,0.7195632031747273,16.2803738317757
adams_marchman_2018,194,familiar,96,0.586000412249078,17.427083333333332
adams_marchman_2018,195,familiar,85,0.6091328287231664,17.58823529411765
adams_marchman_2018,196,familiar,124,0.6835985140465283,17.29032258064516
casillas_tseltal_2015,0,familiar,29,0.45727906311250366,14
casillas_tseltal_2015,1,familiar,29,0.42460360173444156,22
casillas_tseltal_2015,2,familiar,30,0.7672555172599119,45
casillas_tseltal_2015,3,familiar,28,0.4711972908906825,22
casillas_tseltal_2015,4,familiar,30,0.6644659400044204,45
casillas_tseltal_2015,5,familiar,30,0.5986465721190297,27
casillas_tseltal_2015,6,familiar,30,0.7125586120968583,39
casillas_tseltal_2015,7,familiar,28,0.5824175824175825,25
casillas_tseltal_2015,8,familiar,27,0.45084463730754337,14
casillas_tseltal_2015,9,familiar,30,0.6638508453208337,42
casillas_tseltal_2015,10,familiar,30,0.7277609360170685,46
casillas_tseltal_2015,11,familiar,5,0.4594820384294068,9
casillas_tseltal_2015,12,familiar,28,0.5763152479362454,16
casillas_tseltal_2015,13,familiar,15,0.5132259927527013,48
casillas_tseltal_2015,14,familiar,29,0.6425996574117665,29
casillas_tseltal_2015,15,familiar,30,0.6087112211275841,39
casillas_tseltal_2015,16,familiar,29,0.660071098179413,41
casillas_tseltal_2015,17,familiar,30,0.6954049642817667,32
casillas_tseltal_2015,18,familiar,28,0.6014513395565759,32
casillas_tseltal_2015,19,familiar,26,0.5227348872584234,35
casillas_tseltal_2015,20,familiar,30,0.6052241711823366,36
casillas_tseltal_2015,21,familiar,29,0.5666564833555365,26
casillas_tseltal_2015,22,familiar,30,0.5007258386568731,36
frank_tablet_2016,1123,familiar,1,0.9038461538461539,13
frank_tablet_2016,1124,familiar,7,0.32582813478282535,14
frank_tablet_2016,1124,novel,2,0,14
frank_tablet_2016,1126,familiar,4,0.051587301587301584,15
frank_tablet_2016,1126,novel,4,0.40564903846153844,15
frank_tablet_2016,1127,familiar,2,0.6153846153846154,17
frank_tablet_2016,1127,novel,2,0.75,17
frank_tablet_2016,1128,familiar,11,0.5189499466808851,17
frank_tablet_2016,1128,novel,3,0.5074519230769231,17
frank_tablet_2016,1129,familiar,10,0.49467187556491643,17
frank_tablet_2016,1129,novel,3,0.16129032258064516,17
frank_tablet_2016,1130,familiar,5,0.6644781144781144,18
frank_tablet_2016,1130,novel,2,0.12790697674418605,18
frank_tablet_2016,1131,familiar,9,0.6604338735445057,20
frank_tablet_2016,1131,novel,3,0.3388888888888889,20
frank_tablet_2016,1132,familiar,5,0.23066728667751685,20
frank_tablet_2016,1132,novel,2,0.16099773242630386,20
frank_tablet_2016,1133,familiar,10,0.5880320296986964,22
frank_tablet_2016,1133,novel,8,0.5502598255569567,22
frank_tablet_2016,1134,familiar,10,0.4205821484595069,22
frank_tablet_2016,1134,novel,6,0.3572802197802198,22
frank_tablet_2016,1135,familiar,9,0.5969622501180656,22
frank_tablet_2016,1135,novel,3,0.16374269005847952,22
frank_tablet_2016,1136,familiar,9,0.2592500689274883,23
frank_tablet_2016,1136,novel,5,0.5710400479150479,23
frank_tablet_2016,1137,familiar,3,0.5492929292929293,24
frank_tablet_2016,1137,novel,4,0.16347905282331512,24
frank_tablet_2016,1138,familiar,12,0.5810857298453133,24
frank_tablet_2016,1138,novel,8,0.18174603174603177,24
frank_tablet_2016,1139,familiar,8,0.4669208829365079,24
frank_tablet_2016,1139,novel,6,0.5604818128089405,24
frank_tablet_2016,1140,familiar,16,0.4724290011903419,26
frank_tablet_2016,1140,novel,8,0.48217805939580133,26
frank_tablet_2016,1141,familiar,16,0.6383425693396236,26
frank_tablet_2016,1141,novel,8,0.1831002331002331,26
frank_tablet_2016,1142,familiar,3,0.35868055555555556,26
frank_tablet_2016,1142,novel,3,0.39616402116402116,26
frank_tablet_2016,1143,familiar,6,0.5925925925925926,27
frank_tablet_2016,1143,novel,5,0.6699166666666667,27
frank_tablet_2016,1144,familiar,16,0.5773220419517777,28
frank_tablet_2016,1144,novel,7,0.42310070881499456,28
frank_tablet_2016,1145,familiar,7,0.5129646697388632,28
frank_tablet_2016,1145,novel,4,0.40332100070472165,28
frank_tablet_2016,1146,familiar,7,0.40812246529959445,30
frank_tablet_2016,1146,novel,4,0.07619047619047618,30
frank_tablet_2016,1147,familiar,13,0.5248232947254831,31
frank_tablet_2016,1147,novel,5,0.42308174916870567,31
frank_tablet_2016,1148,familiar,12,0.4773957307290804,32
frank_tablet_2016,1148,novel,8,0.5222915428797782,32
frank_tablet_2016,1149,familiar,12,0.6529367204447518,34
frank_tablet_2016,1149,novel,5,0.39852836105267336,34
frank_tablet_2016,1151,familiar,15,0.6541108852976018,36
frank_tablet_2016,1151,novel,8,0.5485042735042736,36
frank_tablet_2016,1152,familiar,10,0.573399842032033,38
frank_tablet_2016,1152,novel,6,0.4587864721485411,38
frank_tablet_2016,1153,familiar,16,0.5384141890597259,38
frank_tablet_2016,1153,novel,8,0.5428254814396286,38
frank_tablet_2016,1154,familiar,14,0.5144557870359576,38
frank_tablet_2016,1154,novel,6,0.4460550887021475,38
frank_tablet_2016,1155,familiar,7,0.5072222222222222,39
frank_tablet_2016,1155,novel,7,0.40730076497339923,39
frank_tablet_2016,1156,familiar,7,0.49963850619612926,40
frank_tablet_2016,1156,novel,5,0.5478687287645485,40
frank_tablet_2016,1157,familiar,4,0.450367371420003,40
frank_tablet_2016,1158,familiar,11,0.5644945332306681,43
frank_tablet_2016,1158,novel,6,0.5491400491400491,43
frank_tablet_2016,1159,familiar,14,0.7049504858670131,44
frank_tablet_2016,1159,novel,5,0.5480128690181203,44
frank_tablet_2016,1160,familiar,1,0.9375,44
frank_tablet_2016,1160,novel,1,0.046511627906976744,44
frank_tablet_2016,1161,familiar,15,0.6449948844574774,46
frank_tablet_2016,1161,novel,8,0.35575293881745496,46
frank_tablet_2016,1162,familiar,15,0.7112777935514122,47
frank_tablet_2016,1162,novel,8,0.4671832074175824,47
frank_tablet_2016,1163,familiar,15,0.5529102224802541,48
frank_tablet_2016,1163,novel,6,0.5329320509155415,48
frank_tablet_2016,1164,familiar,12,0.7036733752379825,51
frank_tablet_2016,1164,novel,7,0.5080055361305361,51
frank_tablet_2016,1165,familiar,10,0.6609588566307005,51
frank_tablet_2016,1165,novel,3,0.3333333333333333,51
frank_tablet_2016,1166,familiar,13,0.5574900697318231,53
frank_tablet_2016,1166,novel,8,0.443610483470346,53
frank_tablet_2016,1167,familiar,13,0.6897932684102548,54
frank_tablet_2016,1167,novel,6,0.48103511072261074,54
frank_tablet_2016,1168,familiar,13,0.685088329367351,56
frank_tablet_2016,1168,novel,7,0.47580019359522463,56
frank_tablet_2016,1169,familiar,13,0.5998361126442818,58
frank_tablet_2016,1169,novel,8,0.38860764406358667,58
frank_tablet_2016,1170,familiar,13,0.6189856665664888,59
frank_tablet_2016,1170,novel,7,0.44621251764108905,59
frank_tablet_2016,1171,familiar,12,0.7025124816364571,60
frank_tablet_2016,1171,novel,7,0.57664299346327,60
frank_tablet_2016,1172,familiar,3,0.17051204209674156,59
frank_tablet_2016,1172,novel,2,0.3832902670111973,59
frank_tablet_2016,1173,familiar,16,0.38457790218390664,12
frank_tablet_2016,1173,novel,7,0.7445133192579545,12
frank_tablet_2016,1174,familiar,2,0.03409090909090909,13
frank_tablet_2016,1175,familiar,7,0.7130937689761219,13
frank_tablet_2016,1175,novel,7,0.46360484069843677,13
frank_tablet_2016,1176,familiar,11,0.5844049401234152,14
frank_tablet_2016,1176,novel,5,0.2847311827956989,14
frank_tablet_2016,1177,familiar,13,0.5482809355594664,15
frank_tablet_2016,1177,novel,8,0.4118270656180492,15
frank_tablet_2016,1178,familiar,5,0.5810954582141022,16
frank_tablet_2016,1178,novel,1,1,16
frank_tablet_2016,1179,familiar,4,0.9098124098124099,17
frank_tablet_2016,1179,novel,2,0.19672131147540983,17
frank_tablet_2016,1180,familiar,2,0.5339869281045752,17
frank_tablet_2016,1180,novel,1,0.13333333333333333,17
frank_tablet_2016,1181,familiar,15,0.6743732268082996,17
frank_tablet_2016,1181,novel,8,0.2399031432748538,17
frank_tablet_2016,1182,familiar,8,0.5131453675634711,17
frank_tablet_2016,1182,novel,2,0.35714285714285715,17
frank_tablet_2016,1183,familiar,11,0.7744043024995139,19
frank_tablet_2016,1183,novel,4,0.6339285714285714,19
frank_tablet_2016,1184,familiar,3,0.3259259259259259,19
frank_tablet_2016,1184,novel,1,0.5416666666666666,19
frank_tablet_2016,1185,familiar,10,0.5920869243542116,19
frank_tablet_2016,1185,novel,7,0.5311192775478489,19
frank_tablet_2016,1186,familiar,16,0.1439998734817814,19
frank_tablet_2016,1186,novel,8,0.5993088942307693,19
frank_tablet_2016,1187,familiar,10,0.5934920384510213,19
frank_tablet_2016,1187,novel,6,0.45771420771420773,19
frank_tablet_2016,1188,familiar,6,0.5760869565217391,20
frank_tablet_2016,1188,novel,2,0.652014652014652,20
frank_tablet_2016,1189,familiar,14,0.7270730730339053,23
frank_tablet_2016,1189,novel,8,0.20118161141575275,23
frank_tablet_2016,1190,familiar,15,0.5540758547008547,24
frank_tablet_2016,1190,novel,8,0.3472222222222222,24
frank_tablet_2016,1191,familiar,10,0.4271085164835165,24
frank_tablet_2016,1191,novel,8,0.058353365384615385,24
frank_tablet_2016,1192,familiar,5,0.5969230769230769,25
frank_tablet_2016,1192,novel,1,0.3225806451612903,25
frank_tablet_2016,1193,familiar,16,0.5576990903148548,28
frank_tablet_2016,1193,novel,8,0.42448679792429794,28
