"","age_binned","mean","startTime","endTime"
"484","(48,60]",0.0901853454721932,-300,3000
"485","(12,24]",0.033132460641344,-300,3025
"486","(24,36]",0.059822622499592,-300,3025
"487","(36,48]",0.0859093077893368,-300,3025
"488","(48,60]",0.0901853454721932,-300,3025
"489","(12,24]",0.033132460641344,-300,3050
"490","(24,36]",0.059822622499592,-300,3050
"491","(36,48]",0.0859093077893368,-300,3050
"492","(48,60]",0.0901853454721932,-300,3050
"493","(12,24]",0.033132460641344,-300,3075
"494","(24,36]",0.059822622499592,-300,3075
"495","(36,48]",0.0859093077893368,-300,3075
"496","(48,60]",0.0901853454721932,-300,3075
"497","(12,24]",0.033132460641344,-300,3100
"498","(24,36]",0.059822622499592,-300,3100
"499","(36,48]",0.0859093077893368,-300,3100
"500","(48,60]",0.0901853454721932,-300,3100
"501","(12,24]",0.033132460641344,-300,3125
"502","(24,36]",0.059822622499592,-300,3125
"503","(36,48]",0.0859093077893368,-300,3125
"504","(48,60]",0.0901853454721932,-300,3125
"505","(12,24]",0.033132460641344,-300,3150
"506","(24,36]",0.059822622499592,-300,3150
"507","(36,48]",0.0859093077893368,-300,3150
"508","(48,60]",0.0901853454721932,-300,3150
"509","(12,24]",0.033132460641344,-300,3175
"510","(24,36]",0.059822622499592,-300,3175
"511","(36,48]",0.0859093077893368,-300,3175
"512","(48,60]",0.0901853454721932,-300,3175
"513","(12,24]",0.033132460641344,-300,3200
"514","(24,36]",0.059822622499592,-300,3200
"515","(36,48]",0.0859093077893368,-300,3200
"516","(48,60]",0.0901853454721932,-300,3200
"517","(12,24]",0.033132460641344,-300,3225
"518","(24,36]",0.059822622499592,-300,3225
"519","(36,48]",0.0859093077893368,-300,3225
"520","(48,60]",0.0901853454721932,-300,3225
"521","(12,24]",0.033132460641344,-300,3250
"522","(24,36]",0.059822622499592,-300,3250
"523","(36,48]",0.0859093077893368,-300,3250
"524","(48,60]",0.0901853454721932,-300,3250
"525","(12,24]",0.033132460641344,-300,3275
"526","(24,36]",0.059822622499592,-300,3275
"527","(36,48]",0.0859093077893368,-300,3275
"528","(48,60]",0.0901853454721932,-300,3275
"529","(12,24]",0.033132460641344,-300,3300
"530","(24,36]",0.059822622499592,-300,3300
"531","(36,48]",0.0859093077893368,-300,3300
"532","(48,60]",0.0901853454721932,-300,3300
"533","(12,24]",0.033132460641344,-300,3325
"534","(24,36]",0.059822622499592,-300,3325
"535","(36,48]",0.0859093077893368,-300,3325
"536","(48,60]",0.0901853454721932,-300,3325
"537","(12,24]",0.033132460641344,-300,3350
"538","(24,36]",0.059822622499592,-300,3350
"539","(36,48]",0.0859093077893368,-300,3350
"540","(48,60]",0.0901853454721932,-300,3350
"541","(12,24]",0.033132460641344,-300,3375
"542","(24,36]",0.059822622499592,-300,3375
"543","(36,48]",0.0859093077893368,-300,3375
"544","(48,60]",0.0901853454721932,-300,3375
"545","(12,24]",0.033132460641344,-300,3400
"546","(24,36]",0.059822622499592,-300,3400
"547","(36,48]",0.0859093077893368,-300,3400
"548","(48,60]",0.0901853454721932,-300,3400
"549","(12,24]",0.033132460641344,-300,3425
"550","(24,36]",0.059822622499592,-300,3425
"551","(36,48]",0.0859093077893368,-300,3425
"552","(48,60]",0.0901853454721932,-300,3425
"553","(12,24]",0.033132460641344,-300,3450
"554","(24,36]",0.059822622499592,-300,3450
"555","(36,48]",0.0859093077893368,-300,3450
"556","(48,60]",0.0901853454721932,-300,3450
"557","(12,24]",0.033132460641344,-300,3475
"558","(24,36]",0.059822622499592,-300,3475
"559","(36,48]",0.0859093077893368,-300,3475
"560","(48,60]",0.0901853454721932,-300,3475
"561","(12,24]",0.033132460641344,-300,3500
"562","(24,36]",0.059822622499592,-300,3500
"563","(36,48]",0.0859093077893368,-300,3500
"564","(48,60]",0.0901853454721932,-300,3500
"565","(12,24]",0.033132460641344,-300,3525
"566","(24,36]",0.059822622499592,-300,3525
"567","(36,48]",0.0859093077893368,-300,3525
"568","(48,60]",0.0901853454721932,-300,3525
"569","(12,24]",0.033132460641344,-300,3550
"570","(24,36]",0.059822622499592,-300,3550
"571","(36,48]",0.0859093077893368,-300,3550
"572","(48,60]",0.0901853454721932,-300,3550
"573","(12,24]",0.033132460641344,-300,3575
"574","(24,36]",0.059822622499592,-300,3575
"575","(36,48]",0.0859093077893368,-300,3575
"576","(48,60]",0.0901853454721932,-300,3575
"577","(12,24]",0.033132460641344,-300,3600
"578","(24,36]",0.059822622499592,-300,3600
"579","(36,48]",0.0859093077893368,-300,3600
"580","(48,60]",0.0901853454721932,-300,3600
"581","(12,24]",0.033132460641344,-300,3625
